ip_mean,ip_std,ip_kurtosis,ip_skewness,dmsnr_mean,dmsnr_std,dmsnr_kurtosis,dmsnr_skewness,label
 127.49219,  58.32975,  -0.04461,  -0.86699,   4.10452,  18.85595,   6.34602,  50.89863,   0
 101.21875,  47.90289,   0.30775,   0.53828,   4.55936,  27.60587,   6.25968,  39.28218,   0
  34.66406,  34.03704,   4.53988,  23.64058,  39.85786,  68.72288,   1.72266,   1.88819,   1
  80.52344,  54.07619,   1.39095,   1.28229,  66.31187,  77.54996,   0.87015,  -0.47838,   1
 109.32812,  47.41853,   0.27418,   0.29336,   5.33027,  29.46213,   5.96977,  36.44342,   1
  23.98438,  30.68616,   5.45267,  32.17644,  88.47074,  65.77738,   0.62354,   0.04431,   1
  55.18750,  35.72677,   2.20625,   8.56222,  32.50836,  59.49816,   1.81274,   2.44344,   1
  38.57812,  49.80613,   3.42578,  10.73944, 115.36873,  80.90213,   0.00169,  -1.12559,   1
 109.52344,  48.89385,   0.19577,  -0.30419,   4.27759,  27.09447,   6.72624,  46.01619,   0
 115.92969,  50.65018,   0.10240,   0.09972,   1.39716,  13.72327,  12.60564, 184.77879,   0
 102.78125,  47.77403,   0.76036,   0.77179,   2.35368,  14.94828,   8.87129, 101.03710,   0
  74.25000,  40.62654,   1.58193,   3.70397,  10.81940,  41.91286,   4.13610,  16.55926,   1
  87.08594,  40.54493,   0.68951,   1.97821,   4.02007,  25.08490,   7.05570,  52.73234,   0
 102.33594,  50.16758,   0.34131,   0.35007,   1.56689,  10.58978,  13.88706, 284.02139,   0
 119.11719,  48.88277,   0.18498,  -0.39595,   2.75251,  17.29715,   8.08189,  77.85841,   0
  58.43750,  47.26963,   2.14854,   4.68329,  55.52007,  74.83821,   1.13812,  -0.02781,   1
 101.47656,  38.99579,   1.39314,   3.91142,  16.89465,  51.28790,   3.21231,   9.55610,   1
  27.52344,  30.95611,   4.67705,  25.86511,  32.05184,  59.16230,   2.02463,   3.33432,   1
 133.29688,  46.42019,  -0.27435,  -0.26469,   1.75167,  17.58218,  11.04318, 128.26681,   0
 130.30469,  51.33781,   0.07026,  -0.18252,  14.10033,  47.05632,   3.34395,  10.09427,   0
  42.35156,  44.29528,   3.17592,  10.12117,  36.95569,  65.24427,   1.79415,   2.20913,   1
 122.36719,  36.92092,   0.08596,   0.99126,   1.81940,  15.30747,  11.52122, 156.00395,   0
 124.95312,  38.80658,   0.11012,   1.24957,   2.55602,  14.24203,   8.76357, 107.25697,   0
  57.39844,  44.95525,   2.63875,   7.70967,  59.05017,  85.54687,   1.14104,  -0.25051,   1
 100.53125,  42.41719,   0.50724,   1.27650,   2.21906,  19.52125,  10.07556, 108.36334,   0
  95.46875,  44.53544,   0.37717,   0.30787,   5.79599,  30.93834,   5.58842,  30.80519,   0
  94.54688,  44.63005,   0.72788,   0.87835,   2.55602,  15.23054,   8.42659,  92.70770,   0
  61.03125,  39.23267,   2.21545,   6.49357,  16.41304,  50.75424,   3.27555,   9.83133,   1
 132.47656,  52.49285,  -0.11240,  -0.29326,   1.48161,  15.43756,  12.28038, 164.72778,   0
  90.07031,  46.31316,   1.40997,   3.03875,   3.03094,  17.28687,   8.30304,  82.62759,   1
 129.03125,  52.02492,   0.08763,  -0.31065,   5.81605,  24.28164,   4.68314,  24.24292,   0
  78.46094,  37.63225,   0.76107,   2.51643,   2.24164,  17.16600,   8.76860,  85.69353,   0
  71.10156,  36.01016,   1.03618,   4.08947,   0.77007,   9.05297,  20.81187, 534.79296,   0
  32.62500,  30.07023,   6.00701,  40.50147,  27.67809,  60.52603,   2.34550,   4.56623,   1
  69.23438,  42.41913,   2.01063,   5.76089,  12.01839,  44.85331,   3.96358,  14.94382,   1
  58.14844,  39.40338,   2.40404,   7.93331,  30.61371,  60.97808,   1.90376,   2.44559,   1
 121.51562,  56.70138,   0.01369,  -0.37892,   2.83110,  15.45005,   7.80341,  82.44600,   0
 133.27344,  60.16354,  -0.08543,  -0.73016,   2.98829,  17.92225,   8.15966,  77.67475,   0
 116.13281,  45.86791,   0.26354,   0.47020,   1.82441,  12.28389,  11.69513, 186.87850,   0
 121.73438,  51.33598,   0.24339,  -0.03099,   4.24749,  22.47858,   7.02712,  55.46759,   0
 129.27344,  50.50955,   0.20435,  -0.15324,   1.45819,  15.80887,  11.55165, 139.77033,   0
 120.35156,  50.28180,   0.12821,  -0.13741,   4.23077,  25.75707,   6.55177,  43.91045,   0
 131.22656,  47.35970,   0.13440,   0.03887,   3.58445,  20.54737,   7.73674,  69.18638,   0
 123.18750,  50.97683,   0.06567,  -0.44285,   2.62124,  16.78253,   8.98957,  97.82837,   0
 103.14844,  49.29346,   0.32416,   0.14613,   2.27759,  15.63130,   9.33457, 105.93583,   0
  46.57031,  29.19779,   4.65437,  29.26685,  21.29181,  56.49478,   2.73906,   6.38425,   1
 124.89844,  59.71794,   0.13757,  -0.70135,  16.52508,  49.42866,   3.02380,   7.88995,   0
 139.05469,  46.64013,   0.04286,  -0.39608, 129.86789,  98.01841,  -0.14423,  -1.70651,   0
  99.31250,  51.44122,   0.51897,  -0.06496,   1.42391,  12.53670,  13.10502, 205.92157,   0
 120.23438,  44.20628,   0.26942,   0.00626,   2.73997,  21.71413,   8.55455,  75.71740,   0
  94.79688,  39.26321,   0.51092,   1.24557,   2.56856,  17.99381,   8.72424,  84.14630,   0
  30.33594,  35.84260,   4.83885,  24.78356,  73.26505,  62.77812,   0.91199,   0.59605,   1
 112.27344,  49.61189,   0.06801,  -0.18849,   1.34699,  11.00414,  13.90904, 262.16481,   0
 111.14062,  45.57578,   0.32635,  -0.03553,   1.96321,  14.12712,  10.87615, 144.32730,   0
 162.03906,  67.43937,  -0.91178,  -0.22959,   0.80769,  10.85291,  21.27481, 483.25127,   0
 158.74219,  59.45432,  -0.65235,  -0.62752,   0.78261,  11.31997,  18.89807, 387.89348,   0
 101.21875,  43.74517,   0.56918,   1.28351,   3.08612,  18.49609,   7.80415,  72.59179,   0
 120.89062,  51.21237,   0.48655,   0.01600,  22.35284,  58.23467,   2.47452,   4.68349,   1
  44.79688,  30.17303,   4.73520,  27.96010,  30.69314,  61.82820,   2.15663,   3.77340,   1
 129.47656,  47.79824,   0.05992,   0.09663,   3.90552,  20.20510,   6.65329,  53.66382,   0
 138.47656,  58.65084,  -0.25133,  -0.63237,   2.65635,  20.02260,   8.48219,  76.95485,   0
 116.96094,  47.33481,   0.08820,  -0.04952,   3.57023,  20.31209,   6.92264,  54.69724,   0
  96.43750,  42.65683,   0.58832,   1.24678,   9.02425,  39.44269,   4.46090,  19.11613,   0
  45.09375,  28.60956,   4.15646,  26.19820,  34.56522,  67.78225,   1.87201,   2.17172,   1
  83.35938,  34.93761,   0.77064,   3.04724,   1.43980,  15.81722,  12.08713, 152.94700,   1
  96.53125,  35.62170,   0.51001,   2.27340,   1.74080,  12.15093,  11.44176, 184.03220,   0
  78.26562,  42.30848,   1.57374,   3.97457,   8.52425,  34.89387,   4.64650,  22.48077,   1
  85.90625,  37.41771,   0.51574,   2.18767,   2.18060,  14.55249,  10.82347, 147.39854,   0
  87.24219,  38.58771,   0.56193,   1.84357,   3.10284,  19.87630,   7.45294,  61.92558,   0
 119.57031,  52.52346,   0.44397,  -0.21543,   0.86037,  10.80883,  16.73635, 327.06180,   0
 100.72656,  41.32771,   0.37601,   1.30267,   2.33445,  14.39006,   9.24123, 112.21169,   0
  78.05469,  44.69468,   1.55512,   3.74935, 137.48746,  83.12859,  -0.62566,  -0.92402,   1
 126.03125,  36.21635,  -0.17253,   1.33718,   0.92224,  10.42643,  16.51469, 338.02774,   0
 117.19531,  50.64090,  -0.16359,  -0.39397,   1.90719,  16.17046,  10.54852, 123.75962,   0
 136.33594,  50.75035,  -0.17137,  -0.21596,   2.92809,  17.13911,   8.93111,  98.52307,   0
 133.98438,  47.17918,   0.06370,   0.05892,   3.67726,  22.83497,   7.00083,  52.80947,   0
 123.12500,  57.95257,  -0.02615,  -0.58897,   4.26756,  22.16702,   6.15761,  43.93578,   0
  71.78125,  33.99079,   1.20138,   5.05737,   2.47993,  18.06210,   9.96681, 114.98050,   0
 119.41406,  57.94859,   0.15492,  -0.68239,   1.96656,  17.60892,  10.06189, 107.63398,   0
 154.18750,  58.63030,  -0.60932,  -0.15194,   2.06940,  20.50058,  10.80246, 116.45420,   0
 121.51562,  52.12230,   0.12854,  -0.26895,   3.67140,  23.20135,   7.23629,  55.45171,   0
 122.76562,  57.00130,   0.01428,  -0.45859,   6.76505,  33.05523,   5.04026,  24.94987,   0
 106.46094,  43.42952,   0.10177,   0.37853,   2.36204,  18.48334,   9.08187,  90.15007,   0
 126.45312,  57.03944,  -0.02337,  -0.66441,   6.79431,  33.45307,   5.23281,  27.25283,   0
  80.20312,  36.29014,   0.78564,   3.04066,   2.69482,  16.50660,   8.74616,  91.94738,   0
  74.14844,  40.88706,   0.72926,   1.70782,   2.80769,  22.84816,   8.84150,  80.67025,   0
 139.75000,  37.71335,  -0.15338,   1.10778,   1.93896,  12.51603,  10.94016, 165.90398,   0
 127.33594,  42.58673,   0.02807,   0.45927,   5.71739,  31.07476,   5.75580,  32.98771,   0
 128.05469,  48.62746,  -0.05412,  -0.06807,   6.46823,  32.85282,   5.50708,  30.15611,   0
 125.41406,  53.32954,   0.03428,  -0.10131,   1.98913,  17.96645,  10.19387, 110.45852,   0
 151.51562,  45.12967,  -0.12341,   0.00455,   2.56187,  15.87088,   8.71172,  93.19143,   0
  57.86719,  35.14509,   3.39291,  14.63330,  24.85702,  57.36984,   2.54947,   5.70345,   1
 125.99219,  51.96611,   0.00891,  -0.13500,   1.86873,  14.30545,  10.97263, 148.17230,   0
 160.86719,  61.81618,  -1.06083,   0.12883,  11.76923,  45.04465,   4.01203,  15.03428,   0
  18.76562,  45.88785,   3.57549,  12.36521, 147.62207,  66.28126,  -0.37674,  -0.90735,   1
 111.46094,  44.78733,   0.36285,   0.05364,   3.00502,  16.99410,   7.99749,  79.30364,   0
 108.94531,  42.97316,   0.20674,   0.19099,   1.50418,  13.82230,  11.88449, 165.18297,   0
  92.86719,  35.38767,   0.36001,   2.46995,   3.50167,  16.71878,   6.79186,  62.72735,   0
 122.94531,  43.36785,   0.19835,   0.71373,   3.39967,  24.31085,   7.60395,  59.01409,   0
  92.46875,  37.78949,   0.64779,   2.05561,   0.86455,  11.98341,  15.35545, 256.42416,   1
  54.74219,  32.33763,   3.34504,  16.48487,  32.77425,  59.42004,   1.82140,   2.44146,   1
  97.93750,  41.53100,   0.75429,   1.71945,   1.48997,  14.02127,  11.48723, 151.04486,   0
  19.41406,  46.19110,   3.70501,  13.04606,  96.02843,  61.41001,   0.61083,  -0.19455,   1
 126.29688,  45.71692,   0.12465,   0.18069,   2.63963,  15.33908,   8.02253,  85.69548,   0
 107.80469,  55.95772,   0.26127,  -0.30377,   2.41555,  19.15298,   9.00563,  86.17627,   0
 129.60156,  48.91947,   0.27888,   0.06882,   4.08946,  21.94333,   6.37573,  45.33586,   0
  37.25000,  30.95132,   4.43751,  25.24357,  73.23495,  82.84329,   0.86500,  -0.61619,   1
 113.39844,  40.14940,   0.32276,   0.53279,   2.98579,  16.62232,   8.17692,  83.88739,   0
  68.10156,  34.94836,   2.10781,   8.44237,   5.70987,  31.01071,   5.86288,  34.59967,   1
 117.96094,  43.75311,   0.15313,   0.39542,   2.11622,  13.41463,  11.28629, 163.60728,   0
  35.61719,  33.15238,   5.16864,  29.04602,  58.40635,  69.24762,   1.09319,   0.32303,   1
  93.39844,  34.24164,   0.59423,   2.79802,   2.06940,  13.82654,  10.08134, 132.03644,   0
 143.14844,  48.26815,  -0.11463,   0.09238,   2.03512,  17.06079,   9.25693,  93.11702,   0
 103.18750,  42.65152,   0.61572,   0.94805,   2.24415,  16.12842,  10.53547, 134.50603,   0
 119.30469,  50.83407,   0.05850,  -0.39983,   2.81187,  17.30753,   9.48531, 108.34794,   0
  64.75000,  37.35535,   2.70092,   9.75914,  33.52007,  63.08915,   1.85296,   2.40257,   1
  92.77344,  47.72189,   1.00120,   1.36112,  43.40050,  74.42785,   1.40587,   0.43068,   1
  74.51562,  34.35408,   1.86324,   7.58641,   5.97492,  31.30727,   5.48688,  29.91894,   1
 105.61719,  51.66359,   0.41796,  -0.05470,  24.22241,  59.99098,   2.30426,   3.76841,   1
 131.94531,  48.76014,  -0.17086,  -0.28681,   2.84615,  17.44561,   8.06432,  78.32669,   0
  85.98438,  34.26619,   1.06488,   3.50931,   2.55602,  19.03138,   8.40503,  76.61561,   0
  94.28125,  51.19813,   1.18498,   1.47360,   2.75669,  17.59266,   9.54377, 106.06799,   1
 122.11719,  51.45654,   0.05808,  -0.17419,   3.04515,  20.49618,   7.71787,  65.30845,   0
  61.71094,  51.22700,   2.06703,   4.77983,  33.86789,  71.79003,   1.99811,   2.46284,   1
  95.46094,  40.18996,   0.83379,   2.24087,   3.97575,  22.83195,   7.06769,  55.80504,   0
 134.56250,  50.55686,   0.00838,  -0.00400,   2.22659,  14.60287,   8.97083, 105.37694,   0
  71.01562,  33.65728,   2.37829,   9.63684,  15.82023,  52.43958,   3.38253,  10.30314,   1
  97.55469,  37.93370,   0.41516,   1.69177,   2.05268,  13.76206,   9.86236, 128.55173,   0
 110.37500,  47.02194,   0.27774,   0.18479,   1.24080,  11.92117,  13.87428, 232.94703,   0
  28.54688,  29.13140,   5.42187,  34.24318,  56.29599,  85.12441,   1.22916,  -0.06000,   1
 101.33594,  49.19576,   0.58868,   0.57263,   4.85452,  26.99019,   6.45315,  44.42716,   1
 116.22656,  42.48588,   0.27369,   1.25957,   5.40385,  28.59041,   5.78726,  34.78619,   1
 104.17188,  42.57257,   0.44438,   1.25016,   3.41890,  21.03606,   7.39683,  60.68194,   1
 116.96094,  49.39769,   0.20048,  -0.03404,   2.43478,  22.13258,   9.67982,  95.19062,   0
 107.90625,  39.87900,   0.31646,   0.65953,   2.92559,  16.89458,   7.73815,  73.67654,   0
  86.74219,  44.07083,   0.67562,   1.03531,   2.33278,  15.17941,   9.86200, 118.56982,   0
  36.25781,  36.28495,   3.89494,  17.61454,  41.64214,  66.62552,   1.56480,   1.38529,   1
  16.87500,  37.97429,   4.59064,  21.78251, 117.64214,  48.98593,   0.87783,   0.60724,   1
  85.82812,  44.74792,   1.27254,   2.62168,  23.97742,  53.24138,   2.20286,   3.89443,   1
 127.58594,  46.18873,   0.03422,  -0.22162,   2.61120,  19.81288,   8.92029,  86.84669,   1
 107.51562,  49.00908,   0.54304,   0.56461,  17.27508,  51.83933,   2.92602,   7.23250,   1
  74.10938,  33.97362,   1.06850,   4.84113,   3.63545,  20.35650,   7.84624,  71.61697,   0
  76.05469,  60.41294,   1.43292,   0.93665,  12.50251,  42.66157,   3.99399,  15.72042,   1
  83.14844,  38.29452,   1.52256,   4.05684,   6.01003,  30.57769,   5.72657,  34.05264,   1
  90.36719,  36.78567,   1.55355,   5.18533,   5.61957,  30.87885,   5.99101,  36.56054,   1
  37.52344,  31.26499,   4.43081,  24.51633,  25.83445,  53.41659,   2.65311,   7.02252,   1
  66.87500,  42.18264,   1.87873,   6.11907,   3.69565,  25.49600,   7.29660,  53.94529,   1
   7.82812,  30.71520,   6.43501,  42.46403, 121.40468,  47.96557,   0.66305,   1.20314,   1
 115.34375,  56.82504,   0.31413,  -0.74810, 102.10033,  88.65938,  -0.09292,  -1.67461,   0
  49.01562,  43.05429,   3.14280,  10.58918,  12.48997,  41.17181,   3.77833,  14.25652,   1
